"","scientificName","phylumid"
"2454","Polyonyx gibbesi",1065
"2455","Fistularia petimba",1821
"2456","Xanthichthys ringens",1821
"2457","Turbonilla aequalis",51
"2458","Phascolion (Montuga) lutense",882
"2459","Plesionika richardi",1065
"2460","Sertularia carolinensis",1267
"2461","Aspidophoroides olrikii",1821
"2462","Polyschides rushii",51
"2463","Trididemnum tenerum",1821
"2464","Aetea sica",146142
"2465","Dicoryne conferta",1267
"2466","Halecium muricatum",1267
"2467","Echeneis naucrates",1821
"2468","Cookeolus japonicus",1821
"2469","Anthoptilum murrayi",1267
"2470","Microphthalmus aberrans",882
"2471","Paraprionospio pinnata",882
"2472","Syllides convolutus",882
"2473","Histioteuthis corona",51
"2474","Ligia oceanica",1065
"2475","Pleurosigma aestuarii",148898
"2476","Upeneus parvus",1821
"2477","Curtitoma decussata",51
"2478","Dactyliosolen antarcticus",148898
"2479","Haplosyllis spongiphila",882
"2480","Caranx bartholomaei",1821
"2481","Ampharete borealis",882
"2482","Bushia elegans",51
"2483","Gracilechinus alexandri",1806
"2484","Chaetozone diodonta",882
"2485","Liponema multicorne",1267
"2486","Pourtalesia aff. alcocki",1806
"2487","Dulichia falcata",1065
"2488","Subeucalanus monachus",1065
"2489","Eudendrium album",1267
"2490","Ilyarachna hirticeps",1065
"2491","Pectinaster filholi",1806
"2492","Pontaster tenuispinus",1806
"2493","Amphilepis ingolfiana",1806
"2494","Paragorgia johnsoni",1267
"2495","Haplophryne mollis",1821
"2496","Heteropriacanthus cruentatus",1821
"2497","Halocypris inflata",1065
"2498","Hippopodius hippopus",1267
"2499","Balaena mysticetus",1821
"2500","Erichsonella attenuata",1065
"2501","Stenula peltata",1065
"2502","Lophius gastrophysus",1821
"2503","Symphurus pusillus",1821
"2504","Apogon maculatus",1821
"2505","Eulimella polita",51
"2506","Euspira levicula",51
"2507","Sayella fusca",51
"2508","Albula vulpes",1821
"2509","Calocalanus tenuis",1065
"2510","Epigamia alexandri",882
"2511","Exallopus pentadiaphorus",882
"2512","Anathelges hyptius",1065
"2513","Pseudonodosinella nodulosa",1410
"2514","Stomacrustula sinuosa",146142
"2515","Brissopsis atlantica mediterranea",1806
"2516","Speziorchestia grillus",1065
"2517","Scleroptilum gracile",1267
"2518","Calidris pusilla",1821
"2519","Podiceps auritus",1821
"2520","Lembos websteri",1065
"2521","Gammaropsis maculata",1065
"2522","Temora turbinata",1065
"2523","Conchoderma virgatum",1065
"2524","Euphausia americana",1065
"2525","Thysanoessa gregaria",1065
"2526","Stylephorus chordatus",1821
"2527","Polyacanthonotus challengeri",1821
"2528","Brama brama",1821
"2529","Rachycentron canadum",1821
"2530","Caligus curtus",1065
"2531","Agathotanais ingolfi",1065
"2532","Chaetomorpha aerea",801
"2533","Electra hastingsae",146142
"2534","Cuspidaria pellucida",51
"2535","Rossia megaptera",51
"2536","Aldrovandia gracilis",1821
"2537","Ahlia egmontis",1821
"2538","Apogon pseudomaculatus",1821
"2539","Parablennius marmoreus",1821
"2540","Ornithoteuthis antillarum",51
"2541","Evermannella melanoderma",1821
"2542","Uncisudis advena",1821
"2543","Calyptospadix cerulea",1267
"2544","Ophioplinthus tessellata",1806
"2545","Boreochiton ruber",51
"2546","Euchirella messinensis messinensis",1065
"2547","Balanus calidus",1065
"2548","Allosergestes pectinatus",1065
"2549","Caulleriella venefica",882
"2550","Pyropia leucosticta",852
"2551","Hypererythrops caribbaeus",1065
"2552","Minuca minax",1065
"2553","Priapulopsis bicaudatus",101063
"2554","Scolecithricella abyssalis",1065
"2555","Isurus paucus",1821
"2556","Euphausia pseudogibba",1065
"2557","Dendrobeania decorata",146142
"2558","Nodulina dentaliniformis",1410
"2559","Tisbe furcata furcata",1065
"2560","Eucopia unguiculata",1065
"2561","Carcinonemertes carcinophila",152391
"2562","Tetrastemma vittigerum",152391
"2563","Astrodia tenuispina",1806
"2564","Culcitopsis borealis",1806
"2565","Poraniomorpha (Poraniomorpha) hispida hispida",1806
"2566","Radicipes gracilis",1267
"2567","Evermannella indica",1821
"2568","Beryx decadactylus",1821
"2569","Lophodolos acanthognathus",1821
"2570","Saccopharynx ampullaceus",1821
"2571","Arenicola marina",882
"2572","Paradiopatra hartmanae",882
"2573","Phoxichilidium femoratum",1065
"2574","Cavolinia uncinata",51
"2575","Kellia suborbicularis",51
"2576","Paramecynostomum diversicolor",592916
"2577","Procerodes littoralis",793
"2578","Ralfsia verrucosa",345465
"2579","Sertularia similis",1267
"2580","Hygophum macrochir",1821
"2581","Pandion haliaetus",1821
"2582","Acanthurus coeruleus",1821
"2583","Aplysia brasiliana",51
"2584","Caecum johnsoni",51
"2585","Diastylis rostrata",1065
"2586","Forcepia (Forcepia) thielei",558
"2587","Metis jousseaumei",1065
"2588","Salemia coeca",1065
"2589","Loimia viridis",882
"2590","Myriowenia gosnoldi",882
"2591","Notoproctus abyssus",882
"2592","Polyschides grandis",51
"2593","Myriactula minor",345465
"2594","Barentsia discreta",1271
"2595","Bensonocythere arenicola",1065
"2596","Trachythyone nina",1806
"2597","Tripos azoricus",450030
"2598","Phrosina semilunata",1065
"2599","Porella proboscidea",146142
"2600","Boreomysis tridens",1065
"2601","Ophiolimna bairdi",1806
"2602","Scopelarchus michaelsarsi",1821
"2603","Bathophilus pawneei",1821
"2604","Stomias brevibarbatus",1821
"2605","Paraconchoecia spinifera",1065
"2606","Nymphon tenellum",1065
"2607","Sterna maxima",1821
"2608","Bonnemaisonia hamifera",852
"2609","Codium fragile",801
"2610","Kornmannia leptoderma",801
"2611","Rivularia atra",146537
"2612","Gersemia fruticosa",1267
"2613","Amphiporus cruentatus",152391
"2614","Chondria baileyana",852
"2615","Halirages fulvocinctus",1065
"2616","Scyllarus depressus",1065
"2617","Trichopsetta ventralis",1821
"2618","Fundulus confluentus",1821
"2619","Cantherhines pullus",1821
"2620","Rhomboplites aurorubens",1821
"2621","Hippoporella hippopus",146142
"2622","Pusillina harpa",51
"2623","Turbonilla sumneri",51
"2624","Eustomias jimcraddocki",1821
"2625","Melanostomias margaritifer",1821
"2626","Hoplunnis macrura",1821
"2627","Lernanthropus pomatomi",1065
"2628","Isocheles pilosus",1065
"2629","Chondria sedifolia",852
"2630","Penaeus aztecus",1065
"2631","Olavius cornuatus",882
"2632","Peosidrilus obscurus",882
"2633","Webbinella concava",1410
"2634","Balticina finmarchica",1267
"2635","Oxyporhamphus similis",1821
"2636","Afrolucina lens",51
"2637","Proaeginina norvegica",1065
"2638","Gammarellus angulosus",1065
"2639","Ericthonius punctatus",1065
"2640","Gronella groenlandica",1065
"2641","Hemilamprops cristatus",1065
"2642","Conopeum reticulum",146142
"2643","Bathysiphon filiformis",1410
"2644","Cyathura carinata",1065
"2645","Cephalothrix linearis",152391
"2646","Salmo trutta",1821
"2647","Lumbrineris coccinea",882
"2648","Globicephala macrorhynchus",1821
"2649","Colus islandicus",51
"2650","Dendronotus frondosus",51
"2651","Scyllaea pelagica",51
"2652","Chroococcus turgidus",146537
"2653","Tubulanus pellucidus",152391
"2654","Pontella meadii",1065
"2655","Americorchestia longicornis",1065
"2656","Squatina dumeril",1821
"2657","Paralepis elongata",1821
"2658","Lactophrys trigonus",1821
"2659","Menticirrhus americanus",1821
"2660","Stephanolepis setifer",1821
"2661","Pyrgocythara plicosa",51
"2662","Malacoceros indicus",882
"2663","Gaetanus brevispinus",1065
"2664","Pseudoikedella achaeta",882
"2665","Apristurus melanoasper",1821
"2666","Exallopus cropion",882
"2667","Jasmineira bermudensis",882
"2668","Boccardiella hamata",882
"2669","Bushiella (Jugaria) quadrangularis",882
"2670","Bythocaris nana",1065
"2671","Allosergestes sargassi",1065
"2672","Pseudonototanais filum",1065
"2673","Tripos vultur",450030
"2674","Baldwinella aureorubens",1821
"2675","Balistes vetula",1821
"2676","Rhincodon typus",1821
"2677","Palmiskenea plana",146142
"2678","Porella peristomata",146142
"2679","Notoplites harmeri",146142
"2680","Hippothoa divaricata",146142
"2681","Adelosina bicornis",1410
"2682","Lenticulina gibba",1410
"2683","Recurvoides turbinatus",1410
"2684","Bougainvillia superciliaris",1267
"2685","Sertularella tenella",1267
"2686","Eurycope cornuta",1065
"2687","Hedingia albicans",1806
"2688","Ariosoma balearicum",1821
"2689","Zu cristatus",1821
"2690","Anarhichas minor",1821
"2691","Poromitra megalops",1821
"2692","Gonostoma atlanticum",1821
"2693","Loxoconcha rhomboidea",1065
"2694","Lubbockia squillimana",1065
"2695","Praxillella praetermissa",882
"2696","Pisione remota",882
"2697","Eunoe nodosa",882
"2698","Leanira hystricis",882
"2699","Dispio uncinata",882
"2700","Trichobranchus glacialis",882
"2701","Biemna variantia",558
"2702","Agalma elegans",1267
"2703","Grania postclitellochaeta",882
"2704","Cladophora rupestris",801
"2705","Calothrix scopulorum",146537
"2706","Nitzschia longissima",148898
"2707","Thyasira elliptica",51
"2708","Probopyrus pandalicola",1065
"2709","Calappa flammea",1065
"2710","Caprella unica",1065
"2711","Stylochus zebra",793
"2712","Laemonema goodebeanorum",1821
"2713","Pogonias cromis",1821
"2714","Elysia chlorotica",51
"2715","Caulophacus (Caulophacus) agassizi",558
"2716","Calothrix parasitica",146537
"2717","Phaethon lepturus",1821
"2718","Bairdiella ronchus",1821
"2719","Aricidea (Acmira) lopezi",882
"2720","Parahesione luteola",882
"2721","Rhadinocladia farlowii",345465
"2722","Derbesia vaucheriiformis",801
"2723","Trochammina lobata",1410
"2724","Deflexilodes tesselatus",1065
"2725","Ramphonotus septentrionalis",146142
"2726","Turbicellepora americana",146142
"2727","Randidrilus codensis",882
"2728","Dipolydora blakei",882
"2729","Tripos teres",450030
"2730","Amphilectus ovulum",558
"2731","Pardalisca cuspidata",1065
"2732","Candacia bipinnata",1065
"2733","Sergestes atlanticus",1065
"2734","Nematocarcinus ensifer",1065
"2735","Munna fabricii",1065
"2736","Lineus ruber",152391
"2737","Amphiura fragilis",1806
"2738","Narella laxa",1267
"2739","Cetostoma regani",1821
"2740","Magelona papillicornis",882
"2741","Tachytrypane jeffreysi",882
"2742","Marsenina glabra",51
"2743","Calliotropis ottoi",51
"2744","Paravortex gemellipara",793
"2745","Careproctus longipinnis",1821
"2746","Solen viridis",51
"2747","Unciola serrata",1065
"2748","Zaops ostreum",1065
"2749","Lampanyctus nobilis",1821
"2750","Coryphaenoides armatus",1821
"2751","Mergus merganser",1821
"2752","Myxilla (Myxilla) incrustans",558
"2753","Ophryotrocha obtusa",882
"2754","Trypanosyllis agilis",882
"2755","Syngnathus pelagicus",1821
"2756","Trifarina occidentalis",1410
"2757","Astyris diaphana",51
"2758","Scoletoma ernesti",882
"2759","Atlantidrilus vestigium",882
"2760","Marionina welchi",882
"2761","Plagiostomum stellatum",793
"2762","Fowlerichthys radiosus",1821
"2763","Exogone rolani",882
"2764","Ophiura lepida spinulosa",1806
"2765","Sundstroemia pungens",148898
"2766","Gitanopsis bispinosa",1065
"2767","Unciola laticornis",1065
"2768","Hyperia medusarum",1065
"2769","Dendrodoa carnea",1821
"2770","Labidocera acutifrons",1065
"2771","Scruparia chelata",146142
"2772","Sertularella gayi",1267
"2773","Cheilopogon heterurus",1821
"2774","Auxis thazard",1821
"2775","Euthynnus alletteratus",1821
"2776","Ophelia bicornis",882
"2777","Amphitrite cirrata",882
"2778","Echthrogaleus coleoptratus",1065
"2779","Soestia zonaria",1821
"2780","Eubranchus exiguus",51
"2781","Hypereteone foliosa",882
"2782","Cabira incerta",882
"2783","Polycirrus phosphoreus",882
"2784","Amphianthus mirabilis",1267
"2785","Rhynchoconger gracilior",1821
"2786","Hoplunnis tenuis",1821
"2787","Orthopristis chrysoptera",1821
"2788","Notoscopelus elongatus",1821
"2789","Halieutichthys aculeatus",1821
"2790","Mycteroperca bonaci",1821
"2791","Scomberomorus cavalla",1821
"2792","Monacanthus ciliatus",1821
"2793","Peristedion gracile",1821
"2794","Bembrops gobioides",1821
"2795","Bregmaceros mcclellandi",1821
"2796","Parexocoetus brachypterus",1821
"2797","Pasiphaea princeps",1065
"2798","Heteromesus granulatus",1065
"2799","Mitrocomella cruciata",1267
"2800","Drilonereis caulleryi",882
"2801","Acartia (Acanthacartia) tonsa",1065
"2802","Lernaeenicus affixus",1065
"2803","Serratosagitta serratodentata atlantica",2081
"2804","Ulva flexuosa subsp. paradoxa",801
"2805","Procerolagena mollis",1410
"2806","Gracilechinus gracilis",1806
"2807","Pseudononion japonicum",1410
"2808","Tripos contortus",450030
"2809","Stenula invalida",1065
"2810","Cerataulina bergonii",148898
"2811","Anguilla anguilla",1821
"2812","Carcharhinus limbatus",1821
"2813","Lutjanus campechanus",1821
"2814","Chelura terebrans",1065
"2815","Eusirus cuspidatus",1065
"2816","Phronima atlantica",1065
"2817","Terebratulina septentrionalis",1803
"2818","Cylindroporella tubulosa",146142
"2819","Fissurina serrata",1410
"2820","Acryptolaria conferta",1267
"2821","Enoplus communis",799
"2822","Hygrosoma petersii",1806
"2823","Bathypterois grallator",1821
"2824","Loweina rara",1821
"2825","Centrolophus niger",1821
"2826","Potamethus malmgreni",882
"2827","Sphaerodorum gracilis",882
"2828","Aphrocallistes beatrix",558
"2829","Paranymphon spinosum",1065
"2830","Caryophyllia (Caryophyllia) ambrosia",1267
"2831","Facelina bostoniensis",51
"2832","Ancistroteuthis lichtensteinii",51
"2833","Vampyroteuthis infernalis",51
"2834","Yoldiella nana",51
"2835","Stauroteuthis syrtensis",51
"2836","Ophelia denticulata",882
"2837","Bangia fuscopurpurea",852
"2838","Syllides setosa",882
"2839","Livoneca ovalis",1065
"2840","Apterichtus ansp",1821
"2841","Abudefduf saxatilis",1821
"2842","Scorpaena calcarata",1821
"2843","Sinum perspectivum",51
"2844","Syrnola producta",51
"2845","Lauderia pumila",148898
"2846","Ledella messanensis",51
"2847","Ophiacantha aculeata",1806
"2848","Seriola lalandi",1821
"2849","Axinulus croulinensis",51
"2850","Ulva compressa",801
"2851","Politolana haneyi",1065
"2852","Photonectes albipennis",1821
"2853","Ophryotrocha bifida",882
"2854","Enoploteuthis anapsis",51
"2855","Pseudoamallothrix emarginata",1065
"2856","Pseudoneilonella latior",51
"2857","Leitoscoloplos foliosus",882
"2858","Metatiron tropakis",1065
"2859","Anapronoe reinhardti",1065
"2860","Macrotritopus defilippi",51
"2861","Thalassomyces marsupi",450030
"2862","Leptochela serratorbita",1065
"2863","Osangularielloides rugosus",1410
"2864","Phylo ornata",882
"2865","Ischyrocerus megacheir",1065
"2866","Lafystius sturionis",1065
"2867","Stegocephaloides auratus",1065
"2868","Lissoclinum aureum",1821
"2869","Eudendrium glomeratum",1267
"2870","Catablema vesicarium",1267
"2871","Tubularia indivisa",1267
"2872","Astacilla granulata",1065
"2873","Siriella jaltensis",1065
"2874","Plutonaster agassizi",1806
"2875","Urechinus naresianus",1806
"2876","Ophiocten affinis",1806
"2877","Hoplostethus mediterraneus",1821
"2878","Melanocetus murrayi",1821
"2879","Diplophos taenia",1821
"2880","Argyropelecus affinis",1821
"2881","Bathophilus vaillanti",1821
"2882","Eustomias filifer",1821
"2883","Umbellula lindahli",1267
"2884","Aphrodita aculeata",882
"2885","Eunice norvegica",882
"2886","Teredo navalis",51
"2887","Sphaerotrichia divaricata",345465
"2888","Rhizosolenia stolterfothii",148898
"2889","Zanclea gemmosa",1267
"2890","Tachyrhynchus reticulatus",51
"2891","Lucinoma blakeana",51
"2892","Ulvaria obscura",801
"2893","Polydora aggregata",882
"2894","Sphaerodoridium claparedii",882
"2895","Bougainvillia carolinensis",1267
"2896","Leptocheirus plumulosus",1065
"2897","Stephanauge nexilis",1267
"2898","Euleptorhamphus velox",1821
"2899","Hyporhamphus meeki",1821
"2900","Scorpaena plumieri",1821
"2901","Elysia catulus",51
"2902","Calycosoma validum",558
"2903","Neodenticula seminae",148898
"2904","Lingulodinium polyedra",450030
"2905","Ammodytes hexapterus",1821
"2906","Bathypterois viridensis",1821
"2907","Paracalliactis consors",1267
"2908","Sphaerosyllis perkinsi",882
"2909","Rhodophysema georgei",852
"2910","Ammobaculites dilatatus",1410
"2911","Gymnobela agassizii",51
"2912","Hippocampus reidi",1821
"2913","Nectonema agile",162564
"2914","Halocynthia pyriformis",1821
"2915","Centropages furcatus",1065
"2916","Euchaeta media",1065
"2917","Arcoscalpellum michelottianum",1065
"2918","Ethusa microphthalma",1065
"2919","Spirontocaris phippsii",1065
"2920","Diastylis spinulosa",1065
"2921","Porella acutirostris",146142
"2922","Smittoidea propinqua",146142
"2923","Miliolinella subrotunda",1410
"2924","Globigerinoides ruber",1410
"2925","Neogloboquadrina pachyderma",1410
"2926","Ammoglobigerina globigeriniformis",1410
"2927","Dactylopusia vulgaris vulgaris",1065
"2928","Leuckartiara octona",1267
"2929","Anurida maritima",1065
"2930","Bopyroides hippolytes",1065
"2931","Tetrastemma vermiculus",152391
"2932","Diretmichthys parini",1821
"2933","Himantolophus mauli",1821
"2934","Diaphus bertelseni",1821
"2935","Schedophilus medusophagus",1821
"2936","Gempylus serpens",1821
"2937","Lobotes surinamensis",1821
"2938","Aluterus monoceros",1821
"2939","Hemicythere villosa",1065
"2940","Palmoconcha guttata",1065
"2941","Anthoptilum grandiflorum",1267
"2942","Glyphohesione klatti",882
"2943","Eucranta villosa",882
"2944","Colossendeis macerrima",1065
"2945","Caligus bonito",1065
"2946","Bathyteuthis abyssicola",51
"2947","Skeneopsis planorbis",51
"2948","Pseudostomum quadrioculatum",793
"2949","Urospora penicilliformis",801
"2950","Gelidium crinale",852
"2951","Capsosiphon fulvescens",801
"2952","Thalassiosira nordenskioeldii",148898
"2953","Anomia simplex",51
"2954","Austrobdella rapax",882
"2955","Drillactis pallida",1267
"2956","Lebbeus microceros",1065
"2957","Ablennes hians",1821
"2958","Gyrinomimus bruuni",1821
"2959","Neobathymysis renoculata",1065
"2960","Cheilopogon melanurus",1821
"2961","Laeonereis culveri",882
"2962","Odontosyllis lucifera",882
"2963","Spiophanes berkeleyorum",882
"2964","Pholidoteuthis adami",51
"2965","Sarsameira knorri",1065
"2966","Ciliatocardium ciliatum ciliatum",51
"2967","Synasterope cushmani",1065
"2968","Globulina rotundata",1410
"2969","Coleofasciculus chthonoplastes",146537
"2970","Neosergestes edwardsii",1065
"2971","Parasergestes vigilax",1065
"2972","Nereimyra woodsholea",882
"2973","Pseudoanthomastus agaricus",1267
"2974","Clavadoce cristata",882
"2975","Trilobatus sacculifer",1410
"2976","Gardinerosergia splendens",1065
"2977","Lophuroecia lophura",1065
"2978","Ophiuroglypha irrorata irrorata",1806
"2979","Suberites verrilli",558
"2980","Hansarsia tenella",1065
"2981","Carcharhinus falciformis",1821
"2982","Bathyraja spinicauda",1821
"2983","Hypanus say",1821
"2984","Gammarus tigrinus",1065
"2985","Monoculodes packardi",1065
"2986","Cratostigma singularis",1821
"2987","Gaetanus pileatus",1065
"2988","Bolinopsis infundibulum",1248
"2989","Metacrangon jacqueti",1065
"2990","Leptostylis ampullacea",1065
"2991","Kinetoskias smitti",146142
"2992","Callopora dumerilii",146142
"2993","Electra monostachys",146142
"2994","Ragionula rosacea",146142
"2995","Ioanella tumidula",1410
"2996","Dactylopusia tisboides",1065
"2997","Nemopsis bachei",1267
"2998","Eucheilota ventricularis",1267
"2999","Zoroaster fulgens",1806
"3000","Ophiacantha enopla",1806
"3001","Lampadena anomala",1821
"3002","Remora brachyptera",1821
"3003","Agetus typicus",1065
"3004","Polymastia mamillaris",558
"3005","Nephasoma (Nephasoma) abyssorum",882
"3006","Stenella attenuata",1821
"3007","Admete contabulata",51
"3008","Cadlina laevis",51
"3009","Turritellopsis stimpsoni",51
"3010","Pseudopolinices nanus",51
"3011","Psiloteredo megotara",51
"3012","Trigonostomum penicillatum",793
"3013","Rhodochorton purpureum",852
"3014","Cladophora fracta",801
"3015","Monostroma grevillei",801
"3016","Percursaria percursa",801
"3017","Drifa glomerata",1267
"3018","Mactromeris polynyma",51
"3019","Tagelus divisus",51
"3020","Hardametopa carinata",1065
"3021","Actinothoe modesta",1267
"3022","Stephanauge abyssicola",1267
"3023","Dissodactylus mellitae",1065
"3024","Monomitopus agassizii",1821
"3025","Eustomias arborifer",1821
"3026","Acanthostracion quadricornis",1821
"3027","Rynchops niger",1821
"3028","Cubiceps capensis",1821
"3029","Tetrastemma elegans",152391
"3030","Callionymus bairdi",1821
"3031","Lumbriculus variegatus",882
"3032","Nodularia harveyana",146537
"3033","Neomorphaster forcipatus",1806
"3034","Scleroptilum grandiflorum",1267
"3035","Botryoglossum platycarpum",852
"3036","Protiara haeckeli",1267
"3037","Eucheilota duodecimalis",1267
"3038","Molgula robusta",1821
"3039","Heteromesus spinescens",1065
"3040","Politolana impostor",1065
"3041","Astronesthes similus",1821
"3042","Prognichthys gibbifrons",1821
"3043","Ficopomatus miamiensis",882
"3044","Penaeus brasiliensis",1065
"3045","Adelodrilus bacrionis",882
"3046","Mexidrilus christeri",882
"3047","Smithsonidrilus marinus",882
"3048","Plagiostomum morgani",793
"3049","Praephiline finmarchica",51
"3050","Spirulina subsalsa",146537
"3051","Tibersyrnola unifasciata",51
"3052","Actinocythereis dunelmensis",1065
"3053","Caristius fasciatus",1821
"3054","Epinephelus morio",1821
"3055","Sunamphitoe pelagica",1065
"3056","Stenothoe valida",1065
"3057","Lucicutia curta",1065
"3058","Metridia brevicauda",1065
"3059","Monosiga ovata",562870
"3060","Dosima fascicularis",1065
"3061","Actiniscus pentasterias",450030
"3062","Melonis pompilioides",1410
"3063","Diosaccus tenuicornis",1065
"3064","Pentamera calcigera",1806
"3065","Glossanodon leioglossus",1821
"3066","Searsia koefoedi",1821
"3067","Seriola dumerili",1821
"3068","Benthodesmus elongatus",1821
"3069","Lycodes eudipleurostictus",1821
"3070","Arnoglossus thori",1821
"3071","Platichthys flesus",1821
"3072","Liparis montagui",1821
"3073","Conchoecissa ametra",1065
"3074","Robertsonites tuberculatus",1065
"3075","Cirratulus cirratus",882
"3076","Polydora colonia",882
"3077","Leucosolenia fragilis",558
"3078","Ascorhynchus armatus",1065
"3079","Dichelesthium oblongum",1065
"3080","Torellia delicata",51
"3081","Oenopota pyramidalis",51
"3082","Fiona pinnata",51
"3083","Limatula subovata",51
"3084","Nuculana minuta",51
"3085","Tergipes tergipes",51
"3086","Pseudendoclonium marinum",801
"3087","Cladophora albida",801
"3088","Hecatonema terminale",345465
"3089","Zygeupolia rubens",152391
"3090","Dermocarpella prasina",146537
"3091","Pythinella cuneata",51
"3092","Molgula provisionalis",1821
"3093","Bagre marinus",1821
"3094","Stemonosudis intermedia",1821
"3095","Lactophrys triqueter",1821
"3096","Histrionicus histrionicus",1821
"3097","Aythya marila",1821
"3098","Crisia eburneodenticulata",146142
"3099","Peprilus paru",1821
"3100","Actinocythereis dawsoni",1065
"3101","Cushmanidea seminuda",1065
"3102","Laminariocolax aecidioides",345465
"3103","Isactis plana",146537
"3104","Freyella microspina",1806
"3105","Lesueuria hyboptera",1248
"3106","Chlorophthalmus chalybeius",1821
"3107","Poecilopsetta beanii",1821
"3108","Bolocera kerguelensis",1267
"3109","Clytia folleata",1267
"3110","Ophryotrocha maciolekae",882
"3111","Nereiphylla castanea",882
"3112","Sphyraena barracuda",1821
"3113","Tucca impressus",1065
"3114","Acanthochondria galerita",1065
"3115","Colus terraenovae",51
"3116","Asthenothaerus hemphilli",51
"3117","Peratocytheridea setipunctata",1065
"3118","Cymatosyrinx carpenteri",51
"3119","Neolenticulina variabilis",1410
"3120","Pirodrilus parviatriatus",882
"3121","Laophonte longicaudata longicaudata",1065
"3122","Haliclona (Flagellia) flagellifera",558
"3123","Mustelus mustelus",1821
"3124","Stenopleustes latipes",1065
"3125","Molgula siphonalis",1821
"3126","Sphyrna mokarran",1821
"3127","Rhamphostomella costata",146142
"3128","Globorotalia menardii",1410
"3129","Solmundella bitentaculata",1267
"3130","Bathypterois dubius",1821
"3131","Synodus synodus",1821
"3132","Exocoetus obtusirostris",1821
"3133","Phycis phycis",1821
"3134","Ceratias holboelli",1821
"3135","Remora osteochir",1821
"3136","Sebastes viviparus",1821
"3137","Melanostomias biseriatus",1821
"3138","Canthidermis sufflamen",1821
"3139","Marphysa sanguinea",882
"3140","Euphrosine borealis",882
"3141","Delphinapterus leucas",1821
"3142","Xema sabini",1821
"3143","Pterotrachea coronata",51
"3144","Myrionema strangulans",345465
"3145","Hincksia ovata",345465
"3146","Halosiphon tomentosus",345465
"3147","Scagelia americana",852
"3148","Schistomeringos rudolphi",882
"3149","Lyngbya aestuarii",146537
"3150","Pione vastifica",558
"3151","Ocypode quadrata",1065
"3152","Eustomias bibulbosus",1821
"3153","Lampanyctus tenuiformis",1821
"3154","Calidris minutilla",1821
"3155","Branta bernicla",1821
"3156","Acanthurus bahianus",1821
"3157","Lutjanus apodus",1821
"3158","Polydactylus octonemus",1821
"3159","Ptychatractus ligatus",51
"3160","Curtitoma ovalis",51
"3161","Hemigellius arcofer",558
"3162","Pseudarchaster gracilis",1806
"3163","Rhizosolenia indica",148898
"3164","Lepidametria commensalis",882
"3165","Myxine limosa",1821
"3166","Cossura delta",882
"3167","Notomastus tenuis",882
"3168","Abraliopsis atlantica",51
"3169","Nephasoma (Nephasoma) diaphanes diaphanes",882
"3170","Obelia hyalina",1267
"3171","Cancer productus",1065
"3172","Peosidrilus dorsospermatheca",882
"3173","Plagiostomum wilsoni",793
"3174","Myrionema orbiculare",345465
"3175","Cochlodesma affine",51
"3176","Ocnus diomedeae",1806
"3177","Tapinothrix violacea",146537
"3178","Tetronarce occidentalis",1821
"3179","Myliobatis freminvillei",1821
"3180","Hyporthodus nigritus",1821
"3181","Gitana sarsi",1065
"3182","Metopa alderi",1065
"3183","Temorites brevis",1065
"3184","Leander tenuicornis",1065
"3185","Stylocheiron longicorne",1065
"3186","Thysanopoda aequalis",1065
"3187","Cornuspira involvens",1410
"3188","Oceanobdella sexoculata",882
"3189","Opercularella lacerata",1267
"3190","Halecium lankesterii",1267
"3191","Hybocodon prolifer",1267
"3192","Eucopia sculpticauda",1065
"3193","Echinocyamus grandiporus",1806
"3194","Psychropotes depressa",1806
"3195","Bathypterois longipes",1821
"3196","Narcetes stomias",1821
"3197","Nansenia groenlandica",1821
"3198","Phtheirichthys lineatus",1821
"3199","Trigonolampa miriceps",1821
"3200","Diodon hystrix",1821
"3201","Pareurythoe borealis",882
"3202","Eteone flava",882
"3203","Paranaitis kosteriensis",882
"3204","Eusyllis blomstrandi",882
"3205","Proceraea prismatica",882
"3206","Thelepus setosus",882
"3207","Nymphon sluiteri",1065
"3208","Diphyes dispar",1267
"3209","Creseis virgula",51
"3210","Mya truncata",51
"3211","Podosira stelligera",148898
"3212","Onchidoris bilamellata",51
"3213","Polydora websteri",882
"3214","Lyonsia granulifera",51
"3215","Yoldiella inconspicua",51
"3216","Lolliguncula brevis",51
"3217","Caligus rufimaculatus",1065
"3218","Arenaeus cribrarius",1065
"3219","Peachia parasitica",1267
"3220","Eualus macilentus",1065
"3221","Ovalipes stephensoni",1065
"3222","Etmopterus gracilispinis",1821
"3223","Acanthurus chirurgus",1821
"3224","Mycale (Mycale) lingua",558
"3225","Brisingenes multicostata",1806
"3226","Eudorella monodon",1065
"3227","Syllis alosae",882
"3228","Taeniopsetta ocellata",1821
"3229","Cribrostomoides subglobosus",1410
"3230","Cruriraja rugosa",1821
"3231","Gadila pandionis",51
"3232","Hymenodiscus verticellatus",1806
"3233","Platysquilloides enodis",1065
"3234","Eulimastoma engonium",51
"3235","Diplodonta punctata",51
"3236","Actinocythereis vineyardensis",1065
"3237","Limopsis affinis",51
"3238","Laevidentalina communis",1410
"3239","Sternula albifrons",1821
"3240","Onychoprion fuscatus",1821
"3241","Arenoturrispirillina catinus",1410
"3242","Juxtacribrilina annulata",146142
"3243","Eretmochelys imbricata",1821
"3244","Ampelisca declivitatis",1065
